Time,id,Latitude,Longitude,Altitude,GPS Precision,# Satellites,ED RSSI
16:48:31,19:48:23,433,-21.774345733333334,-43.365593383333334,870.8,1,13,-114
16:48:39,19:48:31,434,-21.77427288333333,-43.365585583333335,871.9,1,13,-122
16:48:47,19:48:39,435,-21.774171766666665,-43.36556525,870.4,1,13,-118
16:48:55,19:48:47,436,-21.7741317,-43.36563176666667,872.0,1,13,-114
16:49:03,19:48:55,437,-21.7740957,-43.365636933333334,873.4,1,12,-113
16:49:11,19:49:03,438,-21.774070566666666,-43.36557595,874.3,1,12,-115
16:49:19,19:49:11,439,-21.77400745,-43.365561633333336,876.3,1,13,-110
16:49:28,19:49:19,440,-21.773953783333333,-43.365554933333335,878.5,1,13,-112
16:49:36,19:49:27,441,-21.773915866666666,-43.365612883333334,880.2,1,13,-102
16:49:44,19:49:36,442,-21.77386445,-43.3655638,882.6,1,13,-111
16:49:52,19:49:44,443,-21.773809583333332,-43.36551778333333,884.5,1,13,-104
16:50:00,19:49:52,444,-21.77374575,-43.36551121666667,885.3,1,13,-107
16:50:08,19:50:00,445,-21.773677583333335,-43.36549623333333,885.9,1,13,-110
16:50:16,19:50:08,446,-21.77361378333333,-43.365526933333335,887.5,1,13,-101
16:50:24,19:50:16,447,-21.773534166666668,-43.36546633333333,889.0,1,12,-102
16:50:32,19:50:24,448,-21.77351725,-43.3653927,889.4,1,12,-107
16:50:41,19:50:32,449,-21.773448483333333,-43.365400683333334,890.8,1,13,-106
16:50:49,19:50:41,450,-21.773330733333335,-43.36535265,888.0,1,12,-99
16:50:57,19:50:49,451,-21.77325078333333,-43.36531195,884.0,1,13,-96
16:51:05,19:50:57,452,-21.773179433333333,-43.365326083333336,885.7,1,13,-91
16:51:13,19:51:05,453,-21.773155783333333,-43.365298333333335,888.0,1,13,-95
16:51:21,19:51:13,454,-21.77313991666667,-43.36525581666667,890.3,1,12,-96
16:51:29,19:51:21,455,-21.773152383333333,-43.36517315,892.6,1,12,-100
16:51:37,19:51:29,456,-21.773129566666668,-43.36511591666667,895.2,1,12,-99
16:51:46,19:51:37,457,-21.77313055,-43.36510006666666,895.1,1,13,-110
16:51:54,19:51:45,458,-21.77310825,-43.365157333333336,896.4,1,13,-111
16:52:02,19:51:54,459,-21.773072866666666,-43.365232666666664,896.4,1,13,-110
16:52:10,19:52:02,460,-21.773036966666666,-43.36529743333333,895.6,1,13,-111
16:52:18,19:52:10,461,-21.77301825,-43.36536838333333,895.0,1,13,-106
16:52:26,19:52:18,462,-21.772978083333335,-43.36543506666667,895.4,1,13,-114
16:52:34,19:52:26,463,-21.7729426,-43.3655077,895.9,1,13,-125
16:52:42,19:52:34,464,-21.772909333333335,-43.365579833333335,896.5,1,13,-113
16:52:50,19:52:42,465,-21.772870033333334,-43.365655733333334,895.9,1,13,-114
16:52:59,19:52:50,466,-21.77283703333333,-43.3657277,895.4,1,13,-122
16:53:07,19:52:58,467,-21.772801333333334,-43.365793233333335,896.0,1,13,-113
16:53:15,19:53:07,468,-21.772771166666665,-43.365879183333334,895.9,1,13,-110
16:53:23,19:53:15,469,-21.772762066666665,-43.36595916666667,895.6,1,13,-97
16:53:31,19:53:23,470,-21.7727459,-43.36603538333333,896.4,1,13,-101
16:53:39,19:53:31,471,-21.772751533333334,-43.36611488333333,895.7,1,13,-99
16:53:47,19:53:39,472,-21.772753116666667,-43.366199,895.6,1,13,-101
16:53:55,19:53:47,473,-21.772771183333333,-43.36627728333333,895.8,1,13,-112
16:54:03,19:53:55,474,-21.772808483333332,-43.36632638333333,896.1,1,12,-100
16:54:12,19:54:03,475,-21.772825583333333,-43.36638716666667,895.2,1,12,-92
16:54:20,19:54:11,476,-21.772854716666668,-43.36644698333333,894.5,1,12,-102
16:54:28,19:54:20,477,-21.7728746,-43.36652646666667,894.2,1,12,-104
16:54:36,19:54:28,478,-21.772890333333333,-43.3665872,894.5,1,12,-100
16:54:44,19:54:36,479,-21.772909433333332,-43.36665285,894.1,1,12,-98
16:54:52,19:54:44,480,-21.772968283333334,-43.36672086666667,895.9,1,13,-99
16:55:00,19:54:52,481,-21.773024783333334,-43.366685866666664,897.3,1,13,-101
16:55:08,19:55:00,482,-21.7730719,-43.366666716666664,897.7,1,13,-102
16:55:16,19:55:08,483,-21.7731261,-43.366639883333335,897.9,1,13,-91
16:55:25,19:55:16,484,-21.773187683333333,-43.36662385,899.0,1,13,-98
16:55:33,19:55:25,485,-21.773263166666666,-43.366599566666665,898.7,1,13,-94
16:55:41,19:55:33,486,-21.773325266666667,-43.36658728333333,899.2,1,13,-96
16:55:49,19:55:41,487,-21.773393366666667,-43.36658068333333,899.2,1,13,-97
16:55:57,19:55:49,488,-21.773460283333332,-43.36655793333333,901.1,1,13,-91
16:56:05,19:55:57,489,-21.77352,-43.36653885,902.5,1,13,-96
16:56:13,19:56:05,490,-21.77358805,-43.36651191666667,902.6,1,13,-101
16:56:21,19:56:13,491,-21.773646766666666,-43.36647643333333,901.1,1,14,-89
16:56:30,19:56:21,492,-21.773712016666668,-43.36643575,898.9,1,14,-90
16:56:38,19:56:29,493,-21.773773566666666,-43.36638953333333,898.7,1,14,-89
16:56:46,19:56:38,494,-21.773851133333334,-43.3663406,897.5,1,14,-90
16:56:54,19:56:46,495,-21.773909383333333,-43.36631671666667,897.1,1,13,-93
16:57:02,19:56:54,496,-21.773980866666665,-43.36632088333333,897.3,1,13,-95
16:57:10,19:57:02,497,-21.7740463,-43.366307416666665,896.9,1,14,-102
16:57:18,19:57:10,498,-21.774121416666667,-43.366321766666665,896.4,1,14,-98
16:57:26,19:57:18,499,-21.774176166666667,-43.36631155,896.0,1,14,-89
16:57:34,19:57:26,500,-21.774230866666667,-43.36625263333333,894.5,1,14,-92
16:57:43,19:57:34,501,-21.7742649,-43.366179,893.9,1,14,-94
16:57:51,19:57:42,502,-21.774282016666668,-43.36610256666667,893.6,1,14,-90
16:57:59,19:57:51,503,-21.774311666666666,-43.36602731666667,892.9,1,14,-92
16:58:07,19:57:59,504,-21.774320383333333,-43.36596376666667,892.7,1,14,-101
16:58:15,19:58:07,505,-21.774291783333332,-43.365905616666666,891.9,1,14,-97
16:58:23,19:58:15,506,-21.774244433333333,-43.36592945,893.8,1,14,-99
16:58:31,19:58:23,507,-21.774199633333332,-43.36597125,894.2,1,14,-95
16:58:39,19:58:31,508,-21.774131783333335,-43.3660164,894.0,1,14,-94
16:58:47,19:58:39,509,-21.7740846,-43.36605603333334,894.5,1,14,-93
16:58:56,19:58:47,510,-21.774028033333334,-43.36609858333333,894.4,1,14,-97
16:59:04,19:58:55,511,-21.77397705,-43.3661557,894.3,1,14,-93
16:59:12,19:59:04,512,-21.773918166666668,-43.366206866666666,893.3,1,14,-102
16:59:20,19:59:12,513,-21.773867266666667,-43.36624861666667,893.0,1,14,-87
16:59:28,19:59:20,514,-21.773864466666666,-43.36633525,892.4,1,14,-91
16:59:36,19:59:28,515,-21.773899183333334,-43.36624865,893.6,1,14,-85
16:59:44,19:59:36,516,-21.773910883333333,-43.36617698333333,894.4,1,14,-87
16:59:52,19:59:44,517,-21.773931816666668,-43.36610556666667,894.6,1,14,-95
17:00:00,19:59:52,518,-21.77396986666667,-43.36605838333333,896.5,1,14,-97
17:00:09,20:00:00,519,-21.774010616666665,-43.36599163333333,897.0,1,14,-104
