Time,GPS Time,id,Latitude,Longitude,Altitude,GPS Precision,# Satellites,ED RSSI
14:17:15,17:17:06,41,-21.776158533333334,-43.372286466666665,938.3,1,13,-102
14:17:23,17:17:15,42,-21.776161066666667,-43.37228651666667,938.6,1,13,-101
14:17:31,17:17:23,43,-21.776160983333334,-43.372286466666665,938.5,1,13,-101
14:17:39,17:17:31,44,-21.776160733333334,-43.372286366666664,938.5,1,13,-97
14:17:47,17:17:39,45,-21.77616,-43.372286233333334,938.5,1,13,-94
14:17:55,17:17:47,46,-21.776159316666668,-43.37228648333333,938.4,1,13,-97
14:18:03,17:17:55,47,-21.776157516666668,-43.37228648333333,938.2,1,13,-94
14:18:11,17:18:03,48,-21.776157283333333,-43.37228663333333,938.2,1,13,-97
14:18:19,17:18:11,49,-21.776156166666667,-43.37228661666666,938.1,1,13,-101
14:18:28,17:18:19,50,-21.776155383333332,-43.37228663333333,938.1,1,13,-96
14:18:36,17:18:28,51,-21.776154983333335,-43.372286583333334,938.1,1,13,-98
14:18:44,17:18:36,52,-21.776154133333332,-43.37228675,937.9,1,13,-99
14:18:52,17:18:44,53,-21.776153716666666,-43.37228678333334,937.9,1,13,-98
14:19:00,17:18:52,54,-21.776153416666666,-43.37228678333334,937.8,1,13,-106
14:19:08,17:19:00,55,-21.776153283333333,-43.37228673333333,937.8,1,13,-102
14:19:16,17:19:08,56,-21.776152866666667,-43.37228691666667,937.8,1,13,-104
14:19:24,17:19:16,57,-21.776152783333334,-43.3722871,937.7,1,13,-111
14:19:32,17:19:24,58,-21.7761521,-43.372286933333335,937.8,1,13,-102
14:19:41,17:19:32,59,-21.776151533333334,-43.37228698333333,937.8,1,13,-101
14:19:49,17:19:41,60,-21.776150716666667,-43.372287033333336,937.7,1,13,-103
14:19:57,17:19:49,61,-21.7761498,-43.37228705,937.7,1,13,-102
14:20:05,17:19:57,62,-21.776148916666667,-43.372287033333336,937.6,1,13,-100
14:20:13,17:20:05,63,-21.776147866666665,-43.372286966666664,937.5,1,13,-94
14:20:21,17:20:13,64,-21.776147066666667,-43.37228695,937.4,1,13,-96
14:20:29,17:20:21,65,-21.776146466666667,-43.372286966666664,937.3,1,13,-96
14:20:37,17:20:29,66,-21.776147966666667,-43.372287,937.5,1,13,-101
14:20:46,17:20:37,67,-21.7761476,-43.372286816666666,937.4,1,13,-102
14:20:54,17:20:45,68,-21.77614705,-43.372286933333335,937.3,1,13,-99
14:21:02,17:20:54,69,-21.776147583333334,-43.37228713333333,937.2,1,13,-105
14:21:10,17:21:02,70,-21.776147566666666,-43.37228705,937.2,1,13,-99
14:21:18,17:21:10,71,-21.776147616666666,-43.37228713333333,937.2,1,13,-100
14:21:26,17:21:18,72,-21.776147033333334,-43.372287033333336,937.1,1,13,-104
14:21:34,17:21:26,73,-21.7761468,-43.372287183333334,937.0,1,13,-102
14:21:42,17:21:34,74,-21.776146116666666,-43.37228701666667,936.9,1,13,-101
14:21:50,17:21:42,75,-21.7761457,-43.372287166666666,936.8,1,13,-99
14:21:59,17:21:50,76,-21.7761456,-43.372287033333336,936.8,1,13,-99
14:22:07,17:21:59,77,-21.776145216666666,-43.372287,936.9,1,13,-100
14:22:15,17:22:07,78,-21.77614506666667,-43.37228701666667,936.8,1,13,-100
14:22:23,17:22:15,79,-21.776144616666667,-43.37228705,936.7,1,13,-104
14:22:31,17:22:23,80,-21.77614438333333,-43.372287066666665,936.7,1,13,-93
14:22:39,17:22:31,81,-21.776144483333333,-43.3722871,936.7,1,13,-101
14:22:47,17:22:39,82,-21.776144116666668,-43.372287033333336,936.6,1,13,-102
14:22:55,17:22:47,83,-21.77614405,-43.372287066666665,936.6,1,12,-96
14:23:03,17:22:55,84,-21.776143883333333,-43.37228708333333,936.6,1,12,-99
14:23:12,17:23:03,85,-21.776143966666666,-43.37228715,936.6,1,12,-96
14:23:20,17:23:12,86,-21.776143166666667,-43.37228691666667,936.6,1,12,-94
14:23:28,17:23:20,87,-21.776143333333334,-43.372286933333335,936.5,1,12,-96
14:23:36,17:23:28,88,-21.776143383333334,-43.372287,936.5,1,12,-105
14:23:44,17:23:36,89,-21.776143233333332,-43.372286833333334,936.5,1,12,-105
14:23:52,17:23:44,90,-21.776143233333332,-43.37228678333334,936.5,1,12,-101
14:24:00,17:23:52,91,-21.77614315,-43.37228663333333,936.4,1,12,-98
14:24:08,17:24:00,92,-21.776143083333334,-43.372286716666665,936.3,1,12,-105
14:24:17,17:24:08,93,-21.776142883333332,-43.372286716666665,936.2,1,12,-99
14:24:25,17:24:16,94,-21.776142749999998,-43.37228678333334,936.2,1,12,-96
14:24:33,17:24:25,95,-21.776142983333333,-43.37228701666667,936.1,1,12,-104
14:24:41,17:24:33,96,-21.776143433333335,-43.372287166666666,936.0,1,12,-101
14:24:49,17:24:41,97,-21.776143633333334,-43.37228738333334,936.0,1,12,-102
14:24:57,17:24:49,98,-21.7761434,-43.37228733333333,935.9,1,12,-105
14:25:05,17:24:57,99,-21.776143783333332,-43.372287316666664,935.9,1,12,-101
14:25:13,17:25:05,100,-21.776143983333334,-43.372287416666666,935.8,1,12,-98
14:25:21,17:25:13,101,-21.776144883333334,-43.3722876,935.8,1,12,-96
14:25:30,17:25:21,102,-21.7761454,-43.3722876,935.7,1,12,-99
14:25:38,17:25:30,103,-21.7761458,-43.372287783333334,935.7,1,12,-100
14:25:46,17:25:38,104,-21.776146333333333,-43.37228795,935.6,1,12,-99
14:25:54,17:25:46,105,-21.776146566666668,-43.372287766666666,935.6,1,12,-101
14:26:02,17:25:54,106,-21.776146366666666,-43.37228786666667,935.6,1,12,-102
14:26:10,17:26:02,107,-21.7761466,-43.372288,935.5,1,12,-105
14:26:18,17:26:10,108,-21.776147416666667,-43.372288133333335,935.5,1,12,-106
14:26:26,17:26:18,109,-21.7761476,-43.37228821666667,935.5,1,12,-102
14:26:34,17:26:26,110,-21.776147583333334,-43.372288233333336,935.5,1,12,-101
14:26:43,17:26:34,111,-21.77614775,-43.3722884,935.4,1,12,-112
14:26:51,17:26:43,112,-21.776148083333332,-43.37228875,935.3,1,12,-97
14:26:59,17:26:51,113,-21.776148083333332,-43.372288866666665,935.3,1,12,-105
14:27:07,17:26:59,114,-21.7761478,-43.37228893333333,935.2,1,12,-96
14:27:15,17:27:07,115,-21.776147816666665,-43.372288966666666,935.2,1,12,-97
14:27:23,17:27:15,116,-21.776147933333334,-43.37228905,935.2,1,12,-95
14:27:31,17:27:23,117,-21.77614805,-43.37228926666667,935.2,1,12,-95
14:27:39,17:27:31,118,-21.776147983333335,-43.37228923333333,935.1,1,12,-101
14:27:47,17:27:39,119,-21.776148166666665,-43.37228931666667,935.1,1,12,-105
14:27:56,17:27:47,120,-21.77614811666667,-43.37228931666667,935.0,1,12,-107
14:28:04,17:27:56,121,-21.776148483333333,-43.372289433333336,935.0,1,12,-101
14:28:12,17:28:04,122,-21.7761485,-43.372289683333335,934.9,1,12,-99
14:28:20,17:28:12,123,-21.776148566666667,-43.372289916666666,934.9,1,12,-102
14:28:28,17:28:20,124,-21.77614825,-43.3722901,934.8,1,12,-95
14:28:36,17:28:28,125,-21.776147833333333,-43.37229036666667,934.7,1,12,-97
14:28:44,17:28:36,126,-21.776147466666668,-43.372290533333334,934.6,1,12,-101
14:28:52,17:28:44,127,-21.7761472,-43.372290766666666,934.5,1,12,-96
14:29:01,17:28:52,128,-21.776147266666666,-43.37229108333333,934.5,1,12,-110
14:29:09,17:29:00,129,-21.776147066666667,-43.37229118333333,934.4,1,12,-112
14:29:17,17:29:09,130,-21.776146983333334,-43.37229133333334,934.3,1,12,-99
14:29:25,17:29:17,131,-21.776146833333332,-43.37229118333333,934.2,1,12,-97
14:29:33,17:29:25,132,-21.77614655,-43.37229121666667,934.2,1,12,-99
14:29:41,17:29:33,133,-21.776146583333333,-43.372291383333334,934.2,1,12,-104
14:29:49,17:29:41,134,-21.776146683333334,-43.3722914,934.1,1,12,-102
14:29:57,17:29:49,135,-21.776147016666666,-43.37229153333333,934.1,1,12,-102
14:30:05,17:29:57,136,-21.77614685,-43.372291616666665,934.1,1,12,-106
14:30:14,17:30:05,137,-21.7761468,-43.372291716666666,934.1,1,12,-104
14:30:22,17:30:14,138,-21.776146766666667,-43.372291716666666,934.1,1,12,-100
14:30:30,17:30:22,139,-21.776146633333333,-43.372291733333334,934.0,1,12,-96
14:30:38,17:30:30,140,-21.776146816666667,-43.372291616666665,934.0,1,12,-97
14:30:46,17:30:38,141,-21.7761471,-43.372291866666664,934.0,1,12,-100
14:30:54,17:30:46,142,-21.776146933333333,-43.37229206666667,933.9,1,12,-95
14:31:02,17:30:54,143,-21.776146916666665,-43.37229228333333,933.8,1,12,-101
14:31:10,17:31:02,144,-21.776147416666667,-43.3722924,933.8,1,12,-106
14:31:18,17:31:10,145,-21.776147383333335,-43.37229251666667,933.7,1,12,-100
14:31:27,17:31:18,146,-21.776147816666665,-43.37229266666667,933.7,1,12,-96
14:31:35,17:31:27,147,-21.776148133333333,-43.37229276666667,933.7,1,12,-95
14:31:43,17:31:35,148,-21.776148383333332,-43.372292816666665,933.7,1,12,-100
14:31:51,17:31:43,149,-21.776148233333334,-43.37229286666667,933.6,1,12,-101
14:31:59,17:31:51,150,-21.77614833333333,-43.37229305,933.6,1,12,-109
14:32:07,17:31:59,151,-21.776148466666665,-43.372293283333335,933.6,1,12,-110
14:32:15,17:32:07,152,-21.776148683333332,-43.37229336666667,933.5,1,12,-101
14:32:23,17:32:15,153,-21.77614865,-43.37229346666667,933.5,1,12,-99
14:32:31,17:32:23,154,-21.77614895,-43.37229356666667,933.5,1,12,-100
14:32:40,17:32:31,155,-21.776148733333333,-43.3722937,933.5,1,12,-101
14:32:48,17:32:40,156,-21.7761485,-43.372293733333336,933.5,1,12,-100
14:32:56,17:32:48,157,-21.77614865,-43.37229378333333,933.4,1,12,-105
14:33:04,17:32:56,158,-21.776148966666668,-43.37229378333333,933.4,1,12,-100
14:33:12,17:33:04,159,-21.7761493,-43.37229396666667,933.4,1,12,-100
14:33:20,17:33:12,160,-21.776149416666666,-43.372294116666666,933.4,1,12,-95
14:33:28,17:33:20,161,-21.7761491,-43.37229431666667,933.3,1,12,-100
14:33:36,17:33:28,162,-21.776149033333333,-43.37229428333333,933.3,1,12,-100
14:33:44,17:33:36,163,-21.776149183333334,-43.37229431666667,933.2,1,12,-96
14:33:53,17:33:44,164,-21.77614885,-43.37229441666667,933.2,1,12,-105
14:34:01,17:33:53,165,-21.776148766666665,-43.372294483333334,933.1,1,12,-96
14:34:09,17:34:01,166,-21.77614855,-43.372294366666665,933.1,1,12,-102
14:34:17,17:34:09,167,-21.7761485,-43.37229453333333,933.0,1,12,-100
14:34:25,17:34:17,168,-21.776148733333333,-43.372294733333334,933.0,1,12,-96
14:34:33,17:34:25,169,-21.776148916666667,-43.37229481666667,932.9,1,12,-96
14:34:41,17:34:33,170,-21.776148666666668,-43.37229498333333,932.9,1,12,-96
14:34:49,17:34:41,171,-21.776148466666665,-43.37229498333333,932.8,1,12,-97
14:34:58,17:34:49,172,-21.776148466666665,-43.372295066666666,932.7,1,12,-97
14:35:06,17:34:57,173,-21.776148383333332,-43.37229513333333,932.7,1,12,-99
14:35:14,17:35:06,174,-21.776148433333333,-43.37229528333334,932.6,1,12,-96
14:35:22,17:35:14,175,-21.776148133333333,-43.37229545,932.6,1,12,-97
14:35:30,17:35:22,176,-21.776147983333335,-43.372295566666665,932.5,1,12,-99
14:35:38,17:35:30,177,-21.776147683333335,-43.37229563333333,932.5,1,12,-96
14:35:46,17:35:38,178,-21.776147583333334,-43.37229571666666,932.4,1,12,-93
14:35:54,17:35:46,179,-21.77614745,-43.372295783333335,932.4,1,12,-100
14:36:02,17:35:54,180,-21.776146933333333,-43.3722958,932.3,1,12,-101
14:36:11,17:36:02,181,-21.776146683333334,-43.37229601666667,932.3,1,12,-99
14:36:19,17:36:11,182,-21.77614615,-43.37229611666667,932.2,1,12,-97
14:36:27,17:36:19,183,-21.776145733333333,-43.3722962,932.1,1,12,-97
14:36:35,17:36:27,184,-21.776145633333332,-43.372296383333335,932.1,1,12,-99
14:36:43,17:36:35,185,-21.776145316666668,-43.37229645,932.0,1,12,-94
14:36:51,17:36:43,186,-21.77614545,-43.372296516666665,932.0,1,12,-98
14:36:59,17:36:51,187,-21.776145333333332,-43.37229655,932.0,1,12,-100
14:37:07,17:36:59,188,-21.77614505,-43.37229658333333,931.9,1,12,-100
14:37:15,17:37:07,189,-21.776144733333332,-43.372296733333336,931.9,1,12,-100
14:37:24,17:37:15,190,-21.77614438333333,-43.37229683333333,931.8,1,12,-100
14:37:32,17:37:24,191,-21.776144,-43.3722971,931.7,1,12,-98
14:37:40,17:37:32,192,-21.776144033333335,-43.37229721666667,931.7,1,12,-98
14:37:48,17:37:40,193,-21.776143883333333,-43.3722973,931.7,1,12,-98
14:37:56,17:37:48,194,-21.776143966666666,-43.37229741666667,931.7,1,12,-98
14:38:04,17:37:56,195,-21.776143683333334,-43.37229763333333,931.6,1,12,-106
14:38:12,17:38:04,196,-21.776143916666665,-43.3722977,931.6,1,12,-100
14:38:20,17:38:12,197,-21.77614375,-43.37229785,931.6,1,12,-95
14:38:28,17:38:20,198,-21.776143433333335,-43.37229786666666,931.6,1,12,-97
14:38:37,17:38:28,199,-21.776143366666666,-43.37229801666667,931.6,1,12,-93
14:38:45,17:38:37,200,-21.7761433,-43.372298216666664,931.7,1,12,-95
14:38:53,17:38:45,201,-21.776143216666668,-43.372298316666665,931.7,1,12,-98
14:39:01,17:38:53,202,-21.776142666666665,-43.37229838333333,931.6,1,12,-100
14:39:09,17:39:01,203,-21.7761425,-43.37229845,931.6,1,12,-102
14:39:17,17:39:09,204,-21.776142083333333,-43.3722986,931.6,1,12,-100
14:39:25,17:39:17,205,-21.7761421,-43.37229871666667,931.6,1,12,-96
14:39:33,17:39:25,206,-21.776141883333334,-43.3722988,931.6,1,12,-95
14:39:41,17:39:33,207,-21.776141766666665,-43.3722989,931.6,1,12,-96
14:39:50,17:39:41,208,-21.776141816666666,-43.372299016666666,931.6,1,12,-95
14:39:58,17:39:50,209,-21.776142083333333,-43.3722991,931.6,1,12,-99
14:40:06,17:39:58,210,-21.776142316666668,-43.37229911666667,931.7,1,12,-101
14:40:14,17:40:06,211,-21.7761425,-43.3722992,931.7,1,12,-98
14:40:22,17:40:14,212,-21.776142683333333,-43.3722993,931.7,1,12,-102
14:40:30,17:40:22,213,-21.776142933333333,-43.3722995,931.8,1,12,-97
14:40:38,17:40:30,214,-21.776143066666666,-43.37229971666667,931.8,1,12,-99
14:40:46,17:40:38,215,-21.776143416666667,-43.37229993333333,931.8,1,12,-98
14:40:55,17:40:46,216,-21.77614345,-43.37229996666667,931.8,1,12,-95
14:41:03,17:40:54,217,-21.77614345,-43.37229991666667,931.9,1,12,-101
14:41:11,17:41:03,218,-21.776143483333332,-43.37230006666667,931.9,1,11,-100
14:41:19,17:41:11,219,-21.776143583333333,-43.37230028333333,931.8,1,11,-98
14:41:27,17:41:19,220,-21.77614355,-43.37230028333333,931.8,1,11,-101
14:41:35,17:41:27,221,-21.7761436,-43.37230028333333,931.9,1,11,-98
14:41:43,17:41:35,222,-21.7761439,-43.37230051666667,931.9,1,11,-98
14:41:51,17:41:43,223,-21.776143933333334,-43.37230066666667,931.9,1,11,-96
14:41:59,17:41:51,224,-21.776143966666666,-43.37230078333333,931.9,1,11,-98
14:42:08,17:41:59,225,-21.77614408333333,-43.37230088333333,931.9,1,11,-99
14:42:16,17:42:07,226,-21.776143883333333,-43.372300966666664,931.9,1,11,-101
14:42:24,17:42:16,227,-21.776143983333334,-43.37230111666667,931.9,1,11,-99
14:42:32,17:42:24,228,-21.776143883333333,-43.37230113333333,931.9,1,11,-99
14:42:40,17:42:32,229,-21.776143866666665,-43.37230113333333,931.8,1,11,-97
14:42:48,17:42:40,230,-21.776143733333335,-43.37230121666666,931.8,1,11,-97
14:42:56,17:42:48,231,-21.7761437,-43.37230126666667,931.8,1,11,-98
14:43:04,17:42:56,232,-21.776143716666667,-43.3723013,931.8,1,11,-101
14:43:12,17:43:04,233,-21.776143816666668,-43.37230138333334,931.8,1,11,-99
14:43:21,17:43:12,234,-21.77614438333333,-43.37230155,931.9,1,11,-98
14:43:29,17:43:21,235,-21.77614468333333,-43.372301666666665,931.9,1,11,-97
14:43:37,17:43:29,236,-21.776145033333332,-43.3723018,931.9,1,11,-96
14:43:45,17:43:37,237,-21.776145166666666,-43.37230181666666,931.9,1,11,-96
14:43:53,17:43:45,238,-21.776145116666665,-43.37230186666667,931.9,1,11,-98
14:44:01,17:43:53,239,-21.776144916666667,-43.37230186666667,931.9,1,11,-97
14:44:09,17:44:01,240,-21.776144883333334,-43.37230181666666,931.9,1,11,-99
14:44:17,17:44:09,241,-21.776144916666667,-43.37230186666667,931.9,1,11,-99
14:44:25,17:44:17,242,-21.776144883333334,-43.37230186666667,931.9,1,11,-96
14:44:34,17:44:25,243,-21.776144866666666,-43.37230186666667,931.9,1,11,-107
14:44:42,17:44:34,244,-21.776144833333333,-43.372301916666665,931.9,1,11,-99
14:44:50,17:44:42,245,-21.776144783333333,-43.372301916666665,931.9,1,11,-98
14:44:58,17:44:50,246,-21.77614475,-43.3723019,931.9,1,11,-98
14:45:06,17:44:58,247,-21.776144666666667,-43.372301883333336,931.9,1,11,-97
14:45:14,17:45:06,248,-21.77614468333333,-43.372301916666665,931.9,1,11,-102
14:45:22,17:45:14,249,-21.7761446,-43.37230186666667,931.9,1,11,-100
14:45:30,17:45:22,250,-21.77614446666667,-43.372301783333334,931.9,1,11,-97
14:45:38,17:45:30,251,-21.776144616666667,-43.37230183333333,931.9,1,11,-101
14:45:47,17:45:38,252,-21.7761444,-43.372301766666666,931.9,1,11,-99
14:45:55,17:45:47,253,-21.776144066666667,-43.37230171666667,931.9,1,11,-97
14:46:03,17:45:55,254,-21.776144283333334,-43.372301766666666,931.9,1,11,-96
14:46:11,17:46:03,255,-21.776144333333335,-43.372301666666665,931.8,1,11,-102
14:46:19,17:46:11,256,-21.7761446,-43.37230168333333,931.9,1,11,-100
14:46:27,17:46:19,257,-21.776144316666667,-43.3723016,931.8,1,11,-100
14:46:35,17:46:27,258,-21.776144283333334,-43.37230168333333,931.9,1,11,-101
14:46:43,17:46:35,259,-21.776144566666666,-43.3723017,931.9,1,11,-97
14:46:52,17:46:43,260,-21.77614476666667,-43.37230173333333,931.9,1,11,-95
14:47:00,17:46:51,261,-21.776144666666667,-43.3723017,931.9,1,11,-94
14:47:08,17:47:00,262,-21.776144516666665,-43.3723016,931.9,1,11,-97
14:47:16,17:47:08,263,-21.776144533333333,-43.372301533333335,931.9,1,11,-101
14:47:24,17:47:16,264,-21.776144583333334,-43.37230151666667,931.9,1,11,-106
14:47:32,17:47:24,265,-21.776144533333333,-43.37230151666667,931.9,1,11,-101
14:47:40,17:47:32,266,-21.77614455,-43.3723015,931.9,1,11,-101
14:47:48,17:47:40,267,-21.776144483333333,-43.3723015,931.9,1,11,-101
14:47:56,17:47:48,268,-21.7761445,-43.372301533333335,932.0,1,11,-98
14:48:05,17:47:56,269,-21.776144366666667,-43.372301433333334,932.0,1,11,-95
14:48:13,17:48:05,270,-21.776144366666667,-43.37230146666667,931.9,1,11,-101
14:48:21,17:48:13,271,-21.776144333333335,-43.37230138333334,931.9,1,11,-104
14:48:29,17:48:21,272,-21.776144066666667,-43.37230126666667,931.9,1,11,-100
14:48:37,17:48:29,273,-21.776143916666665,-43.372301183333335,931.9,1,11,-106
14:48:45,17:48:37,274,-21.776143883333333,-43.37230108333333,931.9,1,11,-104
14:48:53,17:48:45,275,-21.776143816666668,-43.372301033333336,931.9,1,11,-105
14:49:01,17:48:53,276,-21.776143633333334,-43.372301,931.8,1,11,-99
14:49:09,17:49:01,277,-21.776143616666666,-43.37230098333333,931.8,1,11,-101
14:49:18,17:49:09,278,-21.776143416666667,-43.372300933333335,931.8,1,11,-99
14:49:26,17:49:18,279,-21.776143116666667,-43.37230091666667,931.8,1,11,-102
14:49:34,17:49:26,280,-21.776143,-43.37230088333333,931.8,1,10,-104
14:49:42,17:49:34,281,-21.77614285,-43.372300816666666,931.7,1,10,-105
14:49:50,17:49:42,282,-21.776142916666668,-43.372300816666666,931.8,1,10,-104
14:49:58,17:49:50,283,-21.776142816666667,-43.37230078333333,931.7,1,10,-102
14:50:06,17:49:58,284,-21.776142733333334,-43.37230076666667,931.7,1,10,-101
14:50:14,17:50:06,285,-21.776142583333332,-43.37230076666667,931.7,1,10,-100
14:50:22,17:50:14,286,-21.776142133333334,-43.372300683333336,931.6,1,10,-107
14:50:31,17:50:22,287,-21.776142,-43.37230066666667,931.6,1,10,-104
14:50:39,17:50:31,288,-21.776141583333334,-43.37230051666667,931.5,1,10,-97
14:50:47,17:50:39,289,-21.7761414,-43.3723005,931.4,1,10,-97
14:50:55,17:50:47,290,-21.776141483333333,-43.37230053333333,931.4,1,10,-98
14:51:03,17:50:55,291,-21.77614163333333,-43.3723005,931.5,1,10,-99
14:51:11,17:51:03,292,-21.7761416,-43.372300466666665,931.4,1,10,-97
14:51:19,17:51:11,293,-21.77614163333333,-43.372300433333336,931.4,1,10,-102
14:51:27,17:51:19,294,-21.77614163333333,-43.3723004,931.4,1,10,-102
14:51:35,17:51:27,295,-21.776141683333332,-43.372300333333335,931.4,1,10,-105
14:51:44,17:51:35,296,-21.77614155,-43.3723003,931.3,1,10,-107
14:51:52,17:51:44,297,-21.776141683333332,-43.3723003,931.3,1,10,-109
14:52:00,17:51:52,298,-21.77614165,-43.372300233333334,931.3,1,10,-102
14:52:08,17:52:00,299,-21.776141783333333,-43.37230018333333,931.3,1,10,-95
14:52:16,17:52:08,300,-21.77614175,-43.3723001,931.3,1,10,-97
14:52:24,17:52:16,301,-21.776141566666666,-43.37230015,931.2,1,10,-102
14:52:32,17:52:24,302,-21.77614141666667,-43.37230018333333,931.1,1,10,-101
14:52:40,17:52:32,303,-21.7761414,-43.37230013333333,931.1,1,10,-104
14:52:49,17:52:40,304,-21.776141383333332,-43.37230006666667,931.1,1,10,-109
14:52:57,17:52:48,305,-21.776141533333334,-43.37230006666667,931.1,1,10,-99
14:53:05,17:52:57,306,-21.77614155,-43.3723,931.0,1,10,-100
14:53:13,17:53:05,307,-21.776141583333334,-43.37229996666667,931.0,1,10,-101
14:53:21,17:53:13,308,-21.77614141666667,-43.37229993333333,931.0,1,10,-98
14:53:29,17:53:21,309,-21.776141166666665,-43.37229988333333,930.9,1,10,-105
14:53:37,17:53:29,310,-21.776141333333335,-43.37229988333333,930.9,1,10,-104
14:53:45,17:53:37,311,-21.776141283333335,-43.37229981666667,930.9,1,10,-112
14:53:53,17:53:45,312,-21.7761413,-43.372299766666664,930.9,1,10,-102
14:54:02,17:53:53,313,-21.776141316666667,-43.37229981666667,930.9,1,10,-99
14:54:10,17:54:01,314,-21.776141233333334,-43.372299766666664,930.9,1,10,-98
14:54:18,17:54:10,315,-21.77614145,-43.37229983333334,930.9,1,10,-105
14:54:26,17:54:18,316,-21.776141533333334,-43.37229975,930.9,1,10,-107
14:54:34,17:54:26,317,-21.776141516666666,-43.37229971666667,930.9,1,10,-99
14:54:42,17:54:34,318,-21.776141366666668,-43.3722997,930.8,1,11,-107
14:54:50,17:54:42,319,-21.77614135,-43.37229966666666,930.8,1,11,-105
14:54:58,17:54:50,320,-21.776141533333334,-43.372299616666666,930.9,1,11,-106
14:55:06,17:54:58,321,-21.776141833333334,-43.372299616666666,930.9,1,11,-101
14:55:15,17:55:06,322,-21.776141883333334,-43.37229958333333,930.9,1,11,-101
14:55:23,17:55:15,323,-21.776141783333333,-43.37229955,930.9,1,11,-104
14:55:31,17:55:23,324,-21.776141716666668,-43.37229956666667,930.9,1,11,-99
14:55:39,17:55:31,325,-21.7761416,-43.37229955,930.9,1,11,-102
14:55:47,17:55:39,326,-21.776141716666668,-43.37229955,930.9,1,11,-102
14:55:55,17:55:47,327,-21.77614175,-43.37229958333333,930.8,1,11,-105
14:56:03,17:55:55,328,-21.776141683333332,-43.37229956666667,930.8,1,11,-105
14:56:11,17:56:03,329,-21.776141516666666,-43.37229955,930.8,1,11,-97
